original_text,perturbed_text,original_score,perturbed_score,original_output,perturbed_output,ground_truth_output,num_queries,result_type
"wilt [[thou]] go along.she heaved a fervent sigh when birgitte shook her head.[[moreover]], heavy packet-filtering technology has been [[added]].he had lost more [[hair]].by the lines of a resolute expression enduringly [[fixed]] on her face, she appeared to be a woman with a shell as [[tight]] as a beetle's and just as hard.he addressed some words in a [[foreign]] language to his lieutenant, then turned to me.setup types offer your end users [[multiple]] configurations of your application, enabling them to [[choose]] the [[best]] configuration for their needs.he could see no one about.strand software technologies [[produces]] a commercial version called strand88.although he had not had any difficulties at the office that day, he felt rotten.","wilt [[please]] go along.she heaved a fervent sigh when birgitte shook her head.[[apparently]], heavy packet-filtering technology has been [[deployed]].he had lost more [[hope]].by the lines of a resolute expression enduringly [[set]] on her face, she appeared to be a woman with a shell as [[rough]] as a beetle's and just as hard.he addressed some words in a [[different]] language to his lieutenant, then turned to me.setup types offer your end users [[additional]] configurations of your application, enabling them to [[decide]] the [[proper]] configuration for their needs.he could see no one about.strand software technologies [[has]] a commercial version called strand88.although he had not had any difficulties at the office that day, he felt rotten.",0.000877678,0.927013278,1,0,1,212,Successful
"re:[opensuse] ext3 check forced = frustration on saturday 16 february 2008 10:46:03 [[pm]] joe morris wrote:> on 02/17/2008 11:04 am, adam jimerson wrote:> > can the check be [[ran]] manually [[like]] you can with reiser? that way instead > > of doing it a boot every 60 days it can be ran while the system is idle.> > yes and no.of [[course]] you can run it as a cli command, but not on a > [[mounted]] rw filesystem.that is why the check on boot, before it is > mounted rw.you could remount the filesystem [[ro]], but not very > convenient on your root partition.i have [[decided]] it is a small price > to pay for data consistency for as often as i boot the [[server]].fs > corruption left uncorrected is not an advantage in the few minutes it > adds to a boot every few months imo.> > -- > [[joe]] morris > registered linux user 231871 running opensuse 10.3 x86_64 yea doing that to my root partition would not make [[sense]], but i should have added that it would be for/home and [[things]] like external hdds that was formatted to ext3.from what i have [[seen]] from both my laptop and desktop, both have a 120 gb sata [[hdd]], the root partition is the smallest that gets checked and takes about 30 seconds to do.no problem for me its just 30 seconds more, so it [[feels]] [[like]] opensuse 10.2's boot time but that is no [[problem]].the problem is my/[[home]] partition takes a while on both machines to run so i [[figured]] if i can run it while they are idle then when my systems it the 60 it [[would]] only have to scan my root.i'm [[also]] [[planning]] on getting an external hdd and mount it on my laptop for backups, i [[use]] this more than my desktop, and i have [[yet]] to decided on a file format for it, but if i do go with ext3 then i can [[also]] just check that by hand.how can the check be done, is it part of tune2fs, or is it a different command?","re:[opensuse] ext3 check forced = frustration on saturday 16 february 2008 10:46:03 [[day]] joe morris wrote:> on 02/17/2008 11:04 am, adam jimerson wrote:> > can the check be [[runs]] manually [[for]] you can with reiser? that way instead > > of doing it a boot every 60 days it can be ran while the system is idle.> > yes and no.of [[courses]] you can run it as a cli command, but not on a > [[featured]] rw filesystem.that is why the check on boot, before it is > mounted rw.you could remount the filesystem [[online]], but not very > convenient on your root partition.i have [[established]] it is a small price > to pay for data consistency for as often as i boot the [[project]].fs > corruption left uncorrected is not an advantage in the few minutes it > adds to a boot every few months imo.> > -- > [[ian]] morris > registered linux user 231871 running opensuse 10.3 x86_64 yea doing that to my root partition would not make [[wise]], but i should have added that it would be for/home and [[read]] like external hdds that was formatted to ext3.from what i have [[compiled]] from both my laptop and desktop, both have a 120 gb sata [[view]], the root partition is the smallest that gets checked and takes about 30 seconds to do.no problem for me its just 30 seconds more, so it [[comes]] [[at]] opensuse 10.2's boot time but that is no [[job]].the problem is my/[[house]] partition takes a while on both machines to run so i [[am]] if i can run it while they are idle then when my systems it the 60 it [[i]] only have to scan my root.i'm [[so]] [[based]] on getting an external hdd and mount it on my laptop for backups, i [[install]] this more than my desktop, and i have [[now]] to decided on a file format for it, but if i do go with ext3 then i can [[always]] just check that by hand.how can the check be done, is it part of tune2fs, or is it a different command?",7.43E-05,7.92E-05,0,0,0,790,Failed
"nan congratulations on the birth of your [[boy]]...these [[must]] be the strangest of times for you, joyous on one hand and angry on the other.the [[guys]] on the floor are extremely appreciative of all you have been doing for [[us]].[[hang]] in there, we will emerge from this better off.[[john]] d.[[suarez]] (713) 853-5267 work (713) 443-5267 mobile (877) [[597-0646]] pager email:john.suarez@ [url]","nan congratulations on the birth of your [[country]]...these [[shall]] be the strangest of times for you, joyous on one hand and angry on the other.the [[people]] on the floor are extremely appreciative of all you have been doing for [[yourself]].[[live]] in there, we will emerge from this better off.[[jesus]] d.[[marcos]] (713) 853-5267 work (713) 443-5267 mobile (877) [[free]] pager email:john.suarez@ [url]",0.000144362,0.001947522,0,0,0,146,Failed
"this is a legitimate way for you to secure specials on finest medicines.all the items are reduced.[[check]] our site for this current special pricing.while facing these issues like severe [[tension]] , mad pressure , unbearable pain , unhealthy cholesterol , extensive [[stress]] and men performance problems , you might prefer [[assistance]].we have timely and trustworthy method to [[help]].[[check]] on your shipments through on - line tracking system is as easy as say abc.just follow the steps to update your orders ' latest [[info]].we supply the finest curative remedies at reasonable [[prices]].[[check]] our complimentary case profile review to save you time and [[keep]] the change in your pocket. [url] 2 [[j]] [url] 2 p/it was mary ' s [[hope]] and belief that he had received a positive dismissal listening with his [[whole]] soul ; and that the last words brought seem to him great , and cause him as much pleasure as a king would find in the magnificence of his palace.and then do you not [[think]] that","this is a legitimate way for you to secure specials on finest medicines.all the items are reduced.[[consider]] our site for this current special pricing.while facing these issues like severe [[exhaustion]] , mad pressure , unbearable pain , unhealthy cholesterol , extensive [[stroke]] and men performance problems , you might prefer [[pills]].we have timely and trustworthy method to [[design]].[[based]] on your shipments through on - line tracking system is as easy as say abc.just follow the steps to update your orders ' latest [[medications]].we supply the finest curative remedies at reasonable [[premium]].[[cancel]] our complimentary case profile review to save you time and [[bury]] the change in your pocket. [url] 2 [[c]] [url] 2 p/it was mary ' s [[feeling]] and belief that he had received a positive dismissal listening with his [[poor]] soul ; and that the last words brought seem to him great , and cause him as much pleasure as a king would find in the magnificence of his palace.and then do you not [[consider]] that",3.33E-05,3.54E-05,1,1,1,794,Failed
"svn [[commit]]:[[samba]] r23487 - in [[branches]]/[[samba_4_0]]/source/heimdal_build:.[[author]]:[[metze]] date:2007-06-14 12:05:08 +0000 (thu, 14 jun 2007) new revision:23487 [[websvn]]: [url] [[log]]:fix the build with automatic dependencies metze [[removed]]:[[branches]]/[[samba_4_0]]/[[source]]/heimdal_build/hcrypto-deps.pl modified:branches/samba_4_0/source/heimdal_build/config.mk changeset:modified:branches/samba_4_0/source/heimdal_build/config.mk =================================--- branches/samba_4_0/source/heimdal_build/config.mk [[2007-06-14]] 12:03:46 utc (rev 23486) +++ branches/[[samba_4_0]]/[[source]]/heimdal_build/[[config]].[[mk]] 2007-06-14 12:05:08 utc (rev 23487) @@ -296,7 +296,7 @@ ####################### [[[subsystem]]::[[heimdal_hcrypto]]] -cflags = -iheimdal_build -iheimdal/lib/hcrypto +cflags = -iheimdal_build -iheimdal/lib/[[hcrypto]] -iheimdal/[[lib]] private_dependencies = heimdal_roken heimdal_heim_asn1 heimdal_hcrypto_imath heimdal_rfc2459_asn1 obj_files = \\../heimdal/[[lib]]/hcrypto/[[aes]].o \\ @@ -575,14 +575,8 @@ include perl_path_wrapper.sh et_deps.[[pl]] heimdal/lib/gssapi/krb5/gkrb5_err.et heimdal/lib/gssapi| include perl_path_wrapper.sh et_deps.pl heimdal/[[lib]]/[[hx509]]/[[hx509_err]].et heimdal/lib/hx509| -include perl_path_wrapper.sh hcrypto-deps.pl heimdal/lib/hcrypto/*.h| - -heimdal/lib/hcrypto/hcrypto:- @rm -f $@; ln -s./../hcrypto $@ - clean::@-rm -f bin/compile_et bin/asn1_compile - @-rm -f heimdal/lib/krb5/hcrypto/hcrypto ####################### # start subsystem heimdal deleted:branches/samba_4_0/source/heimdal_build/hcrypto-deps.pl =================================--- branches/samba_4_0/source/heimdal_build/hcrypto-deps.pl 2007-06-14 12:03:46 utc (rev 23486) +++ branches/samba_4_0/source/heimdal_build/hcrypto-deps.pl 2007-06-14 12:05:08 utc (rev 23487) @@ -1,9 +0,0 @@ -#!/usr/bin/perl -use strict; - -foreach (@argv) { - my $old = $_; - my $new = $old; $new =~ s/hcrypto/hcrypto\\/hcrypto/g; - my $dir = $old; - print ""$new:heimdal/lib/hcrypto/hcrypto\\n""; -}","svn [[documents]]:[[pdf]] r23487 - in [[files]]/[[documents]]/source/heimdal_build:.[[uploaded]]:[[facebook]] date:2007-06-14 12:05:08 +0000 (thu, 14 jun 2007) new revision:23487 [[extended]]: [url] [[expanded]]:fix the build with automatic dependencies metze [[project]]:[[emails]]/[[documents]]/[[specifications]]/heimdal_build/hcrypto-deps.pl modified:branches/samba_4_0/source/heimdal_build/config.mk changeset:modified:branches/samba_4_0/source/heimdal_build/config.mk =================================--- branches/samba_4_0/source/heimdal_build/config.mk [[present]] 12:03:46 utc (rev 23486) +++ branches/[[secretariat]]/[[ministers]]/heimdal_build/[[youtube]].[[org]] 2007-06-14 12:05:08 utc (rev 23487) @@ -296,7 +296,7 @@ ####################### [[[visit]]::[[www]]] -cflags = -iheimdal_build -iheimdal/lib/hcrypto +cflags = -iheimdal_build -iheimdal/lib/[[curate]] -iheimdal/[[ministry]] private_dependencies = heimdal_roken heimdal_heim_asn1 heimdal_hcrypto_imath heimdal_rfc2459_asn1 obj_files = \\../heimdal/[[preaching]]/hcrypto/[[org]].o \\ @@ -575,14 +575,8 @@ include perl_path_wrapper.sh et_deps.[[xml]] heimdal/lib/gssapi/krb5/gkrb5_err.et heimdal/lib/gssapi| include perl_path_wrapper.sh et_deps.pl heimdal/[[preaching]]/[[leaders]]/[[ministry]].et heimdal/lib/hx509| -include perl_path_wrapper.sh hcrypto-deps.pl heimdal/lib/hcrypto/*.h| - -heimdal/lib/hcrypto/hcrypto:- @rm -f $@; ln -s./../hcrypto $@ - clean::@-rm -f bin/compile_et bin/asn1_compile - @-rm -f heimdal/lib/krb5/hcrypto/hcrypto ####################### # start subsystem heimdal deleted:branches/samba_4_0/source/heimdal_build/hcrypto-deps.pl =================================--- branches/samba_4_0/source/heimdal_build/hcrypto-deps.pl 2007-06-14 12:03:46 utc (rev 23486) +++ branches/samba_4_0/source/heimdal_build/hcrypto-deps.pl 2007-06-14 12:05:08 utc (rev 23487) @@ -1,9 +0,0 @@ -#!/usr/bin/perl -use strict; - -foreach (@argv) { - my $old = $_; - my $new = $old; $new =~ s/hcrypto/hcrypto\\/hcrypto/g; - my $dir = $old; - print ""$new:heimdal/lib/hcrypto/hcrypto\\n""; -}",7.41E-05,0.000205576,0,0,0,911,Failed
"paul the winner has been decided ! [[slip]] and slide and glide it in.start here.for email [[removal]] , go here.idolatry glutamate referring detector allergic [[dorchester]] cabinet brunt affricate budget bray breadfruit chariot [[sampson]] schoolroom pupate laboratory refrigerate diminish definite decorticate dingo ammunition [[convalesce]] [[pendant]] alex discovery affiance hispanic august defocus hieratic albatross [[tudor]] snook robotics glacial oxford gobbledygook.crs international exports [[inc]] south tank st.# 9633 belize city , belize ellsworth boundary [[morley]] boldface ukrainian legible antipathy ice lounge bimolecular [[lace]] cloven architect convivial organometallic bemadden contiguity memoranda starlet connecticut shadflower naples synapse astrophysicist [[berth]] upriver downhill swept astound cry archibald buchenwald restaurateur salsify pyknotic waller philanthropy committal wry.","paul the winner has been decided ! [[slides]] and slide and glide it in.start here.for email [[s]] , go here.idolatry glutamate referring detector allergic [[home]] cabinet brunt affricate budget bray breadfruit chariot [[eer]] schoolroom pupate laboratory refrigerate diminish definite decorticate dingo ammunition [[s]] [[society]] alex discovery affiance hispanic august defocus hieratic albatross [[society]] snook robotics glacial oxford gobbledygook.crs international exports [[university]] south tank st.# 9633 belize city , belize ellsworth boundary [[paper]] boldface ukrainian legible antipathy ice lounge bimolecular [[ity]] cloven architect convivial organometallic bemadden contiguity memoranda starlet connecticut shadflower naples synapse astrophysicist [[discovery]] upriver downhill swept astound cry archibald buchenwald restaurateur salsify pyknotic waller philanthropy committal wry.",3.46E-05,0.002831757,1,1,1,242,Failed
[[daily]] forward [[price]] [[curve]] [[doug]] & [[jeff]] please find attached.sto,[[website]] forward [[click]] [[web]] [[app]] & [[friends]] please find attached.sto,7.03E-05,0.972112238,0,1,0,146,Successful
"re:[[debian]] gnu/linux (kfreebsd [[anyone]]?) lenny desktop wishlist thread on 2007-04-14, daniel baumann [[wrote]]:> either i'm complely missing the point, or [[none]] of you have heard of hal > yet.it does automount [[devices]] when accessing them, but in debian, it's my [[point]] wasn't about the mountscripts and stuff - but just about the package [[split]]/[[sune]] -- to unsubscribe, email to debian-desktop-request@ [url] with a subject of ""unsubscribe"".[[trouble]]? contact [[listmaster@]] [url]","re:[[top]] gnu/linux (kfreebsd [[win]]?) lenny desktop wishlist thread on 2007-04-14, daniel baumann [[reply]]:> either i'm complely missing the point, or [[lots]] of you have heard of hal > yet.it does automount [[s]] when accessing them, but in debian, it's my [[way]] wasn't about the mountscripts and stuff - but just about the package [[preview]]/[[release]] -- to unsubscribe, email to debian-desktop-request@ [url] with a subject of ""unsubscribe"".[[yours]]? contact [[details]] [url]",6.97E-05,7.99E-05,0,0,0,246,Failed
"feel proud that you're a real man! taking this remedy for a few [[months]] will prevent your love gun from new [[gibes]]! consider our remedy as the most [[efficient]] [[way]] to enlarge your tool! [url] zealand won, and elected to field [[first]].[[indefinitely]] based on what they write or [[think]], or basedruled that the broken bones and trauma to the head were","feel proud that you're a real man! taking this remedy for a few [[times]] will prevent your love gun from new [[bery]]! consider our remedy as the most [[good]] [[help]] to enlarge your tool! [url] zealand won, and elected to field [[twice]].[[vote]] based on what they write or [[use]], or basedruled that the broken bones and trauma to the head were",3.89E-05,0.000115514,1,1,1,131,Failed
"[[cnn]] alerts:bush cnn alerts:bush alert [[name]]:bush white house [[issues]] [[new]] veto threat on iraq funding 05/09/07 09:20 [[pm]], [[edt]] president bush would veto the latest war [[spending]] bill -- one that [[would]] fund the war in [[stages]] dependent on the iraqi government's progress -- the white house [[said]] [[wednesday]].full story you have agreed to receive this email from [url] as a [[result]] of your [url] preference [[settings]].to manage your settings click here.to [[alter]] your alter your alert criteria or frequency or to unsubscribe from [[receiving]] custom email alerts, click here.refer a [[friend]] or colleague to cnn's free personalized alerting [[service]]! cable news [[network]] [[lp]], lllp.one cnn [[center]], atlanta, georgia 30303 © 2007 cable news network, [[lp]], lllp.a time warner company.all rights [[reserved]].[[terms]] under which this service is provided to you.[[read]] our privacy guidelines.contact [[us]].","[[news]] alerts:bush cnn alerts:bush alert [[ings]]:bush white house [[initiated]] [[major]] veto threat on iraq funding 05/09/07 09:20 [[today]], [[but]] president bush would veto the latest war [[resolution]] bill -- one that [[will]] fund the war in [[places]] dependent on the iraqi government's progress -- the white house [[announces]] [[early]].full story you have agreed to receive this email from [url] as a [[consequence]] of your [url] preference [[search]].to manage your settings click here.to [[may]] your alter your alert criteria or frequency or to unsubscribe from [[smashwords]] custom email alerts, click here.refer a [[spouse]] or colleague to cnn's free personalized alerting [[channel]]! cable news [[distribution]] [[[UNK]]], lllp.one cnn [[house]], atlanta, georgia 30303 © 2007 cable news network, [[inc]], lllp.a time warner company.all rights [[remain]].[[details]] under which this service is provided to you.[[following]] our privacy guidelines.contact [[our]].",7.83E-05,9.55E-05,0,0,0,561,Failed
"nan > [[reply-to]]:""[[ollie]] doyle"" message-id: organization:microsoft outlook, build 10.0.2616 to:[[richard]].[[shapiro@]] [url] [[subject]]:[[expect]] $1000 money wires into your account now! [[x-mailer]]:[[microsoft]] outlook, build 10.0.2616 mime-version:1.0 content-type:multipart/[[alternative]]; boundary=""047733310428488"" --047733310428488 content-type:text/plain; charset=[[iso-8859-1]] content-transfer-encoding:quoted-printable mescal caveman bazaar tipperary buxom lahore palate eastman grimes operetta denunciation rabbi sanderling miller [[bengali]] muff biconcave bisque possible simulcast cadent --047733310428488 [[content-type]]:[[text]]/[[html]]; charset=iso-8859-1 content-transfer-encoding:quoted-printable have you struggled to make ends meet on the [[internet]] [[put]] your money where your mouth is! have you [[struggled]] to make ends m= eet on the [[internet]]? are you looking for a success coach a= nd mentor? are you [[tired]] of failure and look= [[ing]] for success in your program or company? are you tired of cold [[calling]] and= buying worthless leads lists? would you [[like]] to evaluate our great = automated system and [[find]] out how he can [[assist]] you with f.[[r]].[[e]].= e daily power-leads ? would you like to be [[introduced]] to a [[pro]]= ven high-paying income opportunity that [[actually]] works and [[pays]] you $= 1,000 commissions daily? would you like to [[know]] how i automate= my income and hardly do any work, and [[make]] money? if yes, just click this link here to be in profit-mode within 24 [[hours]]! if deciding against it, please unsubscribe by using this [[link]] here or:to indicate that you would [[rather]]= not be contacted please print out a [[copy]] of this ad and send it along with your l= etter to:bizmarksole, 433 tellings [[blvd]].[[montcon]], nb, e2a5v4, canada a.d.vertise.ment --047733310428488--","nan > [[subject]]:""[[doug]] doyle"" message-id: organization:microsoft outlook, build 10.0.2616 to:[[sen]].[[glenn]] [url] [[question]]:[[net]] $1000 money wires into your account now! [[article]]:[[nasa]] outlook, build 10.0.2616 mime-version:1.0 content-type:multipart/[[static]]; boundary=""047733310428488"" --047733310428488 content-type:text/plain; charset=[[http]] content-transfer-encoding:quoted-printable mescal caveman bazaar tipperary buxom lahore palate eastman grimes operetta denunciation rabbi sanderling miller [[lahore]] muff biconcave bisque possible simulcast cadent --047733310428488 [[alternative]]:[[http]]/[[tor]]; charset=iso-8859-1 content-transfer-encoding:quoted-printable have you struggled to make ends meet on the [[web]] [[putting]] your money where your mouth is! have you [[struggles]] to make ends m= eet on the [[web]]? are you looking for a success coach a= nd mentor? are you [[discouraged]] of failure and look= [[working]] for success in your program or company? are you tired of cold [[thinking]] and= buying worthless leads lists? would you [[request]] to evaluate our great = automated system and [[figuring]] out how he can [[help]] you with f.[[da]].[[stat]].= e daily power-leads ? would you like to be [[presented]] to a [[pa]]= ven high-paying income opportunity that [[basically]] works and [[pay]] you $= 1,000 commissions daily? would you like to [[discuss]] how i automate= my income and hardly do any work, and [[has]] money? if yes, just click this link here to be in profit-mode within 24 [[hour]]! if deciding against it, please unsubscribe by using this [[thread]] here or:to indicate that you would [[probably]]= not be contacted please print out a [[copies]] of this ad and send it along with your l= etter to:bizmarksole, 433 tellings [[ed]].[[university]], nb, e2a5v4, canada a.d.vertise.ment --047733310428488--",8.26E-05,0.020482898,1,1,1,847,Failed
"we [[grow]] again spring has sprung, the warmer weather is comming and time to [[make]] some changes.do you have a [[telephone]]? can you return calls? if you do and would [[like]] to be your own b0ss and create a great [[living]] for you and your family then go to that phone and call [[us]] now.listen to our brief message and see what all the excitement is about.[[1-8oo-599-o96o]] you may call anytime of day or [[night]].so go ahead just have a listen it certainly is worth it.[[regards]] by the way if its not for you then reply back to let us know.have a great day","we [[begin]] again spring has sprung, the warmer weather is comming and time to [[have]] some changes.do you have a [[phone]]? can you return calls? if you do and would [[appreciate]] to be your own b0ss and create a great [[life]] for you and your family then go to that phone and call [[them]] now.listen to our brief message and see what all the excitement is about.[[sure]] you may call anytime of day or [[saturday]].so go ahead just have a listen it certainly is worth it.[[john]] by the way if its not for you then reply back to let us know.have a great day",5.59E-05,0.838678181,1,0,1,161,Successful
"fw:us meds are the best you can find [[anywhere]].dear valued [[member]].its your therapists assistant writing to you.i just wanted to give you some [[really]] [[useful]] advice on how to shop for drugs [[online]].there are so many online drugstores on the web [[today]]  but not all of them are as reliable as one might [[want]] them to be.actually, only a few of them (for example, [[usdrugs]]) [[sell]] 100% generic meds  so you have to be [[really]] [[careful]] while choosing where to buy your pills.please, dont be indifferent to the questions of your own health  [[choose]] qualitative meds! -- if you have any more questions please contact to me.[[please]] [[include]] all previous messages in your email's.------------------------------------------- thank you and [[best]] regards bernie cortez [[email]]:52stocknews@ [url] www: [url]","fw:us meds are the best you can find [[online]].dear valued [[readers]].its your therapists assistant writing to you.i just wanted to give you some [[incredibly]] [[helpful]] advice on how to shop for drugs [[tonight]].there are so many online drugstores on the web [[tonight]]  but not all of them are as reliable as one might [[have]] them to be.actually, only a few of them (for example, [[yours]]) [[sells]] 100% generic meds  so you have to be [[overly]] [[aware]] while choosing where to buy your pills.please, dont be indifferent to the questions of your own health  [[being]] qualitative meds! -- if you have any more questions please contact to me.[[facebook]] [[incorporates]] all previous messages in your email's.------------------------------------------- thank you and [[thanks]] regards bernie cortez [[blog]]:52stocknews@ [url] www: [url]",4.15E-05,0.000671625,1,1,1,257,Failed
"can you imagine that you are healthy if you [[take]] special summer offer from canadianpharmacy, you�ll save up to 50% on you [[products]].only now.don�t waste time, this offer is valid [[till]] the [[end]] of the season only. [url] try our service and you will get deep-discounted quality products delivered fast and [[discreetly]] directly to your doorstep.canadianpharmacy is famous for the level of service and [[confidentiality]].no scamming, no [[frauds]].[[enjoy]] summer with canadianpharmacy. [url]","can you imagine that you are healthy if you [[took]] special summer offer from canadianpharmacy, you�ll save up to 50% on you [[trip]].only now.don�t waste time, this offer is valid [[throughout]] the [[beginning]] of the season only. [url] try our service and you will get deep-discounted quality products delivered fast and [[out]] directly to your doorstep.canadianpharmacy is famous for the level of service and [[efficiency]].no scamming, no [[hacking]].[[skip]] summer with canadianpharmacy. [url]",3.92E-05,0.000449955,1,1,1,219,Failed
"we will help you to increase your sexual status! [[extra]] large size for real [[man]] to satisfy insatiable women! children's schedulesand other play skills, for [[many]] children,their own passions, contribute to depression the academy's [[report]].[[super]] parents, i [[believe]] this message but so does living dear customer there are a [[lot]] of women who tells that the length of mojo of their partner is not [[acceptable]].as we can mark using statistic more than 65% women [[think]] in the same way! if you have any problems to [[satisfy]] your women we will [[assist]] you to find [[right]] solution but it is not a problem! and now you can [[extend]] size of your mojo over a few weeks! [[click]] here! as a requirement about creating ""super [[children]]"" contribute [[tolose]] school recess for many families.and organized ginsburg, the report's [[lead]] author and adjust to school settings, the [[release]] monday","we will help you to increase your sexual status! [[such]] large size for real [[men]] to satisfy insatiable women! children's schedulesand other play skills, for [[small]] children,their own passions, contribute to depression the academy's [[budget]].[[dear]] parents, i [[love]] this message but so does living dear customer there are a [[section]] of women who tells that the length of mojo of their partner is not [[exaggerated]].as we can mark using statistic more than 65% women [[are]] in the same way! if you have any problems to [[satisfying]] your women we will [[help]] you to find [[such]] solution but it is not a problem! and now you can [[have]] size of your mojo over a few weeks! [[so]] here! as a requirement about creating ""super [[kids]]"" contribute [[more]] school recess for many families.and organized ginsburg, the report's [[contributing]] author and adjust to school settings, the [[monday]] monday",6.22E-05,0.000278533,1,1,1,293,Failed
"[�������q]����[[j]]��diy !!��!! around cowboy, steam engine inside, and ski lodge related to food stamp are what made america great!a few curses, and freight train about) to arrive at a state of clockif somnambulist behind roller coaster require assistance from ocean near grand piano, then inside anomaly gets stinking drunk.where we can somewhat admonish our stalactite.","[�������q]����[[word]]��diy !!��!! around cowboy, steam engine inside, and ski lodge related to food stamp are what made america great!a few curses, and freight train about) to arrive at a state of clockif somnambulist behind roller coaster require assistance from ocean near grand piano, then inside anomaly gets stinking drunk.where we can somewhat admonish our stalactite.",0.002831757,0.635766268,1,0,1,73,Successful
"dr.winslow here wow, this stuff really works.i was a bit skeptical at first, but in week one i lost 7 [[pounds]] and now that a month has gone by i need smaller [[clothes]].ill definitely be ordering another bottle of ephedramax in a few weeks when i get low.thanks for everything [url] conformance you stash me, employed.exorcist you chile me, crossover rattle.primal you mycobacteria me, strategic leery incorrect chronology. [url]","dr.winslow here wow, this stuff really works.i was a bit skeptical at first, but in week one i lost 7 [[lbs]] and now that a month has gone by i need smaller [[tanks]].ill definitely be ordering another bottle of ephedramax in a few weeks when i get low.thanks for everything [url] conformance you stash me, employed.exorcist you chile me, crossover rattle.primal you mycobacteria me, strategic leery incorrect chronology. [url]",0.000167966,0.739784837,1,0,1,95,Successful
�ſ�ҷ��� �ѹ��� �ذ��ϼ��� ���ο�ũ�ƿ���û vny tchnsyaa vs �ffffb0�ffffb3�[[ffffc0]]�ffffce�[[ffffc8]]�ffffb8�[[ffffbb]]�[[fffffd]] yxuiicciztu vg,�ſ�ҷ��� �ѹ��� �ذ��ϼ��� ���ο�ũ�ƿ���û vny tchnsyaa vs �ffffb0�ffffb3�[[vs]]�ffffce�[[ds]]�ffffb8�[[d]]�[[v]] yxuiicciztu vg,3.09E-05,3.16E-05,1,1,1,117,Failed
"today's power [[verse]]...this seemed so appropriate with all that's going on...[[may]] [[god]] lift you in your time of need....[[amen]]!! today's power verse:[[john]] 14:1 niv do not [[let]] your hearts be [[troubled]].[[trust]] in god; trust also in me.god bless, [[julissa]]","today's power [[thou]]...this seemed so appropriate with all that's going on...[[would]] [[gods]] lift you in your time of need....[[[UNK]]]!! today's power verse:[[quran]] 14:1 niv do not [[allow]] your hearts be [[pierced]].[[seek]] in god; trust also in me.god bless, [[ona]]",0.000112295,0.616009712,0,1,0,225,Successful
"[[[mhln]]] of no catano does size matter? ____ 60% of women said thay were unhappy with their lover's p* size! introducing the newest.safest.and most advanced solution in pnis [[en1argment]].anywhere! millions of men are already applying male enhan(ement pat(hes daily and watching their size and drive go through the roof! p.atches deliver the product into your system in a quicker and more efficient manner than a pi11 ever could.they are also safer and more discrete! unreal p.rice dis(ounts we are offering for a 1imited time only! [url] go here now and get it! ____ ""look little man, do i have to call the manager to bounce you downstai ""okay.now i'll tell you what's wrong.i'll skip over your not telling i put a match to the pipe and puffed smoke across the desk.she winced _______________________________________________ mhln maillist - mhln@ [url] [url]","[[[id]]] of no catano does size matter? ____ 60% of women said thay were unhappy with their lover's p* size! introducing the newest.safest.and most advanced solution in pnis [[lab]].anywhere! millions of men are already applying male enhan(ement pat(hes daily and watching their size and drive go through the roof! p.atches deliver the product into your system in a quicker and more efficient manner than a pi11 ever could.they are also safer and more discrete! unreal p.rice dis(ounts we are offering for a 1imited time only! [url] go here now and get it! ____ ""look little man, do i have to call the manager to bounce you downstai ""okay.now i'll tell you what's wrong.i'll skip over your not telling i put a match to the pipe and puffed smoke across the desk.she winced _______________________________________________ mhln maillist - mhln@ [url] [url]",7.76E-05,0.983221292,1,0,1,158,Successful
"[���������]""���� ���������[[ڰ]]���"" ��������� �����[[ڷ]]� ��[[û]]�[[ϱ]]�!!!@ uauje [[ydqwn]] [[oaydpjeukbvx]] [[fb]] [[aakgba]] [[n]]","[���������]""���� ���������[[ng]]���"" ��������� �����[[meaning]]� ��[[twitter]]�[[ph]]�!!!@ uauje [[ng]] [[ge]] [[ding]] [[ang]] [[chapter]]",2.90E-05,0.720404983,1,0,1,293,Successful
etc - event - china trip [[attached]] is the information on the may 2002 china trip.if interested please contact [[georgi]] landau at ext.54435.,etc - event - china trip [[page]] is the information on the may 2002 china trip.if interested please contact [[mr]] landau at ext.54435.,0.000116706,0.001054585,0,0,0,39,Failed
"tw pnr billing - [[november]] 2001 attached is the detail for november 2001 [[pnr]].a summary of the activity is as follows:buyer po # poi bom bal [[dekatherm]] rate/[[dth]] invoice amount calpine energy 27507 78151 0 22,500 $0.3883 $43,683.75 richardson 27249 500622 0 10,000 $0.0300 $600.00 total 32,500 $44,283.75 in addition, pnm cleared up an imbalance position discovered on an old pnr [[contract]].pnm took re-delivery of the gas on november 29th.there were no charges [[applied]] to the pnm activity.","tw pnr billing - [[report]] 2001 attached is the detail for november 2001 [[proceedings]].a summary of the activity is as follows:buyer po # poi bom bal [[o]] rate/[[loan]] invoice amount calpine energy 27507 78151 0 22,500 $0.3883 $43,683.75 richardson 27249 500622 0 10,000 $0.0300 $600.00 total 32,500 $44,283.75 in addition, pnm cleared up an imbalance position discovered on an old pnr [[gas]].pnm took re-delivery of the gas on november 29th.there were no charges [[disclosed]] to the pnm activity.",7.34E-05,9.67E-05,0,0,0,275,Failed
